id,symbol,timestamp,unixtime,field,price,size,canautoexecute
151758941,HUYA,2018-08-15 11:33:26-04,1534347206,3,,5,
151758971,HUYA,2018-08-15 11:33:27-04,1534347207,3,,4,
151758980,HUYA,2018-08-15 11:33:28-04,1534347208,3,,7,
151758994,HUYA,2018-08-15 11:33:29-04,1534347209,3,,6,
151759031,HUYA,2018-08-15 11:33:29-04,1534347209,0,,5,
151759032,HUYA,2018-08-15 11:33:29-04,1534347209,3,,7,
151759050,HUYA,2018-08-15 11:33:30-04,1534347210,4,25.38,,f
151759051,HUYA,2018-08-15 11:33:30-04,1534347210,5,,10,
151759052,HUYA,2018-08-15 11:33:30-04,1534347210,5,,10,
151759053,HUYA,2018-08-15 11:33:30-04,1534347210,8,,54535,
151759087,HUYA,2018-08-15 11:33:31-04,1534347211,3,,5,
151759088,HUYA,2018-08-15 11:33:32-04,1534347212,5,,1,
151759089,HUYA,2018-08-15 11:33:32-04,1534347212,8,,54536,
151759113,HUYA,2018-08-15 11:33:32-04,1534347212,1,25.33,,t
151759114,HUYA,2018-08-15 11:33:32-04,1534347212,0,,1,
151759115,HUYA,2018-08-15 11:33:32-04,1534347212,2,25.38,,t
151759116,HUYA,2018-08-15 11:33:32-04,1534347212,3,,7,
151759117,HUYA,2018-08-15 11:33:32-04,1534347212,0,,1,
151759118,HUYA,2018-08-15 11:33:32-04,1534347212,3,,7,
151759119,HUYA,2018-08-15 11:33:32-04,1534347212,4,25.36,,f
151759120,HUYA,2018-08-15 11:33:32-04,1534347212,5,,1,
151759121,HUYA,2018-08-15 11:33:32-04,1534347212,8,,54674,
151759132,HUYA,2018-08-15 11:33:33-04,1534347213,0,,6,
151759133,HUYA,2018-08-15 11:33:33-04,1534347213,3,,10,
151759139,HUYA,2018-08-15 11:33:33-04,1534347213,4,25.35,,f
151759140,HUYA,2018-08-15 11:33:33-04,1534347213,5,,4,
151759141,HUYA,2018-08-15 11:33:33-04,1534347213,5,,4,
151759142,HUYA,2018-08-15 11:33:33-04,1534347213,8,,54678,
151759161,HUYA,2018-08-15 11:33:33-04,1534347213,0,,7,
151759167,HUYA,2018-08-15 11:33:34-04,1534347214,4,25.33,,f
151759168,HUYA,2018-08-15 11:33:34-04,1534347214,5,,1,
151759169,HUYA,2018-08-15 11:33:34-04,1534347214,5,,1,
151759170,HUYA,2018-08-15 11:33:34-04,1534347214,8,,54679,
151759173,HUYA,2018-08-15 11:33:34-04,1534347214,1,25.34,,t
151759174,HUYA,2018-08-15 11:33:34-04,1534347214,0,,1,
151759175,HUYA,2018-08-15 11:33:34-04,1534347214,0,,1,
151759189,HUYA,2018-08-15 11:33:34-04,1534347214,2,25.37,,t
151759190,HUYA,2018-08-15 11:33:34-04,1534347214,3,,8,
151759191,HUYA,2018-08-15 11:33:34-04,1534347214,0,,4,
151759192,HUYA,2018-08-15 11:33:34-04,1534347214,3,,8,
151759204,HUYA,2018-08-15 11:33:35-04,1534347215,3,,13,
151759227,HUYA,2018-08-15 11:33:36-04,1534347216,3,,14,
151759245,HUYA,2018-08-15 11:33:37-04,1534347217,4,25.34,,f
151759246,HUYA,2018-08-15 11:33:37-04,1534347217,5,,2,
151759247,HUYA,2018-08-15 11:33:37-04,1534347217,5,,2,
151759248,HUYA,2018-08-15 11:33:37-04,1534347217,8,,54681,
151759251,HUYA,2018-08-15 11:33:37-04,1534347217,1,25.35,,t
151759252,HUYA,2018-08-15 11:33:37-04,1534347217,0,,5,
151759253,HUYA,2018-08-15 11:33:37-04,1534347217,0,,5,
151759254,HUYA,2018-08-15 11:33:37-04,1534347217,3,,13,
151759277,HUYA,2018-08-15 11:33:38-04,1534347218,4,25.37,,f
151759278,HUYA,2018-08-15 11:33:38-04,1534347218,5,,2,
151759279,HUYA,2018-08-15 11:33:38-04,1534347218,8,,54683,
151759285,HUYA,2018-08-15 11:33:38-04,1534347218,0,,6,
151759286,HUYA,2018-08-15 11:33:38-04,1534347218,3,,9,
151759295,HUYA,2018-08-15 11:33:39-04,1534347219,3,,10,
151759313,HUYA,2018-08-15 11:33:39-04,1534347219,4,25.35,,f
151759314,HUYA,2018-08-15 11:33:39-04,1534347219,5,,1,
151759315,HUYA,2018-08-15 11:33:39-04,1534347219,5,,1,
151759316,HUYA,2018-08-15 11:33:39-04,1534347219,8,,54684,
151759325,HUYA,2018-08-15 11:33:39-04,1534347219,3,,11,
151759357,HUYA,2018-08-15 11:33:40-04,1534347220,4,25.36,,f
151759358,HUYA,2018-08-15 11:33:40-04,1534347220,5,,1,
151759359,HUYA,2018-08-15 11:33:40-04,1534347220,8,,54685,
151759360,HUYA,2018-08-15 11:33:40-04,1534347220,0,,5,
151759376,HUYA,2018-08-15 11:33:41-04,1534347221,3,,12,
151759379,HUYA,2018-08-15 11:33:41-04,1534347221,4,25.35,,f
151759380,HUYA,2018-08-15 11:33:41-04,1534347221,5,,4,
151759381,HUYA,2018-08-15 11:33:41-04,1534347221,5,,4,
151759382,HUYA,2018-08-15 11:33:41-04,1534347221,8,,54689,
151759394,HUYA,2018-08-15 11:33:42-04,1534347222,0,,1,
151759395,HUYA,2018-08-15 11:33:42-04,1534347222,3,,10,
151759397,HUYA,2018-08-15 11:33:42-04,1534347222,4,25.36,,f
151759398,HUYA,2018-08-15 11:33:42-04,1534347222,5,,1,
151759399,HUYA,2018-08-15 11:33:42-04,1534347222,5,,1,
151759400,HUYA,2018-08-15 11:33:42-04,1534347222,8,,54690,
151759418,HUYA,2018-08-15 11:33:42-04,1534347222,1,25.33,,t
151759419,HUYA,2018-08-15 11:33:42-04,1534347222,0,,6,
151759420,HUYA,2018-08-15 11:33:42-04,1534347222,2,25.36,,t
151759421,HUYA,2018-08-15 11:33:42-04,1534347222,3,,1,
151759422,HUYA,2018-08-15 11:33:42-04,1534347222,0,,6,
151759423,HUYA,2018-08-15 11:33:42-04,1534347222,3,,1,
151759425,HUYA,2018-08-15 11:33:43-04,1534347223,4,25.35,,f
151759426,HUYA,2018-08-15 11:33:43-04,1534347223,5,,1,
151759427,HUYA,2018-08-15 11:33:43-04,1534347223,8,,54691,
151759433,HUYA,2018-08-15 11:33:43-04,1534347223,0,,9,
151759434,HUYA,2018-08-15 11:33:43-04,1534347223,3,,3,
151759437,HUYA,2018-08-15 11:33:44-04,1534347224,1,25.34,,t
151759438,HUYA,2018-08-15 11:33:44-04,1534347224,0,,1,
151759439,HUYA,2018-08-15 11:33:44-04,1534347224,0,,1,
151759460,HUYA,2018-08-15 11:33:45-04,1534347225,4,25.34,,f
151759461,HUYA,2018-08-15 11:33:45-04,1534347225,5,,1,
151759462,HUYA,2018-08-15 11:33:45-04,1534347225,8,,54692,
151759466,HUYA,2018-08-15 11:33:45-04,1534347225,1,25.33,,t
151759467,HUYA,2018-08-15 11:33:45-04,1534347225,0,,9,
151759468,HUYA,2018-08-15 11:33:45-04,1534347225,0,,9,
151759469,HUYA,2018-08-15 11:33:45-04,1534347225,3,,1,
151759484,HUYA,2018-08-15 11:33:45-04,1534347225,0,,8,
151759485,HUYA,2018-08-15 11:33:45-04,1534347225,3,,2,
151759502,HUYA,2018-08-15 11:33:46-04,1534347226,1,25.34,,t
151759503,HUYA,2018-08-15 11:33:46-04,1534347226,0,,3,
151759504,HUYA,2018-08-15 11:33:46-04,1534347226,0,,3,
151759505,HUYA,2018-08-15 11:33:46-04,1534347226,3,,3,
151759519,HUYA,2018-08-15 11:33:47-04,1534347227,3,,2,
151759570,HUYA,2018-08-15 11:33:49-04,1534347229,3,,1,
151759592,HUYA,2018-08-15 11:33:49-04,1534347229,0,,7,
151759593,HUYA,2018-08-15 11:33:49-04,1534347229,3,,2,
151759712,HUYA,2018-08-15 11:33:55-04,1534347235,3,,1,
151759847,HUYA,2018-08-15 11:33:59-04,1534347239,3,,2,
151759917,HUYA,2018-08-15 11:34:00-04,1534347240,4,25.36,,f
151759918,HUYA,2018-08-15 11:34:00-04,1534347240,5,,1,
151759919,HUYA,2018-08-15 11:34:00-04,1534347240,8,,54693,
151759926,HUYA,2018-08-15 11:34:00-04,1534347240,1,25.35,,t
151759927,HUYA,2018-08-15 11:34:00-04,1534347240,0,,3,
151759928,HUYA,2018-08-15 11:34:00-04,1534347240,2,25.43,,t
151759929,HUYA,2018-08-15 11:34:00-04,1534347240,3,,2,
151759930,HUYA,2018-08-15 11:34:00-04,1534347240,0,,3,
151759936,HUYA,2018-08-15 11:34:01-04,1534347241,2,25.46,,t
151759937,HUYA,2018-08-15 11:34:01-04,1534347241,3,,4,
151759938,HUYA,2018-08-15 11:34:01-04,1534347241,0,,7,
151759939,HUYA,2018-08-15 11:34:01-04,1534347241,3,,4,
151759955,HUYA,2018-08-15 11:34:01-04,1534347241,4,25.44,,f
151759956,HUYA,2018-08-15 11:34:01-04,1534347241,5,,1,
151759957,HUYA,2018-08-15 11:34:01-04,1534347241,8,,54694,
151759970,HUYA,2018-08-15 11:34:01-04,1534347241,0,,8,
151759985,HUYA,2018-08-15 11:34:02-04,1534347242,8,,54709,
151760007,HUYA,2018-08-15 11:34:02-04,1534347242,0,,9,
151760054,HUYA,2018-08-15 11:34:03-04,1534347243,0,,10,
151760055,HUYA,2018-08-15 11:34:03-04,1534347243,3,,2,
151760078,HUYA,2018-08-15 11:34:05-04,1534347245,0,,11,
151760092,HUYA,2018-08-15 11:34:05-04,1534347245,0,,10,
151760118,HUYA,2018-08-15 11:34:06-04,1534347246,0,,9,
151760139,HUYA,2018-08-15 11:34:06-04,1534347246,0,,7,
151760178,HUYA,2018-08-15 11:34:07-04,1534347247,0,,8,
151760179,HUYA,2018-08-15 11:34:07-04,1534347247,3,,4,
151760217,HUYA,2018-08-15 11:34:09-04,1534347249,0,,9,
151760340,HUYA,2018-08-15 11:34:13-04,1534347253,0,,8,
151760405,HUYA,2018-08-15 11:34:15-04,1534347255,4,25.35,,f
151760406,HUYA,2018-08-15 11:34:15-04,1534347255,5,,10,
151760407,HUYA,2018-08-15 11:34:15-04,1534347255,5,,10,
151760408,HUYA,2018-08-15 11:34:15-04,1534347255,8,,54719,
151760446,HUYA,2018-08-15 11:34:17-04,1534347257,4,25.41,,f
151760447,HUYA,2018-08-15 11:34:17-04,1534347257,5,,1,
151760448,HUYA,2018-08-15 11:34:17-04,1534347257,5,,1,
151760449,HUYA,2018-08-15 11:34:17-04,1534347257,8,,54720,
151760451,HUYA,2018-08-15 11:34:17-04,1534347257,1,25.36,,t
151760452,HUYA,2018-08-15 11:34:17-04,1534347257,0,,30,
151760453,HUYA,2018-08-15 11:34:17-04,1534347257,0,,30,
151760468,HUYA,2018-08-15 11:34:18-04,1534347258,4,25.43,,f
151760469,HUYA,2018-08-15 11:34:18-04,1534347258,5,,1,
151760470,HUYA,2018-08-15 11:34:18-04,1534347258,8,,54721,
151760474,HUYA,2018-08-15 11:34:18-04,1534347258,0,,33,
151760522,HUYA,2018-08-15 11:34:19-04,1534347259,1,25.37,,t
151760523,HUYA,2018-08-15 11:34:19-04,1534347259,0,,6,
151760524,HUYA,2018-08-15 11:34:19-04,1534347259,0,,6,
151760556,HUYA,2018-08-15 11:34:20-04,1534347260,0,,7,
151760629,HUYA,2018-08-15 11:34:23-04,1534347263,0,,8,
151760656,HUYA,2018-08-15 11:34:23-04,1534347263,1,25.38,,t
151760657,HUYA,2018-08-15 11:34:23-04,1534347263,0,,15,
151760658,HUYA,2018-08-15 11:34:23-04,1534347263,0,,15,
151760678,HUYA,2018-08-15 11:34:24-04,1534347264,0,,16,
151760906,HUYA,2018-08-15 11:34:32-04,1534347272,4,25.38,,f
151760907,HUYA,2018-08-15 11:34:32-04,1534347272,5,,2,
151760908,HUYA,2018-08-15 11:34:32-04,1534347272,5,,2,
151760909,HUYA,2018-08-15 11:34:32-04,1534347272,8,,54723,
151760910,HUYA,2018-08-15 11:34:32-04,1534347272,0,,17,
151760911,HUYA,2018-08-15 11:34:32-04,1534347272,8,,54734,
151760928,HUYA,2018-08-15 11:34:33-04,1534347273,5,,1,
151760929,HUYA,2018-08-15 11:34:33-04,1534347273,8,,54735,
151760942,HUYA,2018-08-15 11:34:33-04,1534347273,0,,19,
151760949,HUYA,2018-08-15 11:34:33-04,1534347273,1,25.39,,t
151760950,HUYA,2018-08-15 11:34:33-04,1534347273,0,,1,
151760951,HUYA,2018-08-15 11:34:33-04,1534347273,0,,1,
151760952,HUYA,2018-08-15 11:34:33-04,1534347273,3,,3,
151760973,HUYA,2018-08-15 11:34:33-04,1534347273,4,25.43,,f
151760974,HUYA,2018-08-15 11:34:33-04,1534347273,5,,2,
151760975,HUYA,2018-08-15 11:34:33-04,1534347273,5,,2,
151760976,HUYA,2018-08-15 11:34:33-04,1534347273,8,,54737,
151760989,HUYA,2018-08-15 11:34:34-04,1534347274,0,,7,
151761038,HUYA,2018-08-15 11:34:35-04,1534347275,1,25.4,,t
151761039,HUYA,2018-08-15 11:34:35-04,1534347275,0,,1,
151761040,HUYA,2018-08-15 11:34:35-04,1534347275,0,,1,
151761056,HUYA,2018-08-15 11:34:36-04,1534347276,0,,2,
151761154,HUYA,2018-08-15 11:34:39-04,1534347279,3,,4,
151761243,HUYA,2018-08-15 11:34:44-04,1534347284,3,,3,
151761244,HUYA,2018-08-15 11:34:45-04,1534347285,8,,54738,
151761245,HUYA,2018-08-15 11:34:45-04,1534347285,4,25.4,,f
151761246,HUYA,2018-08-15 11:34:45-04,1534347285,5,,1,
151761247,HUYA,2018-08-15 11:34:45-04,1534347285,5,,1,
151761248,HUYA,2018-08-15 11:34:45-04,1534347285,1,25.41,,t
151761249,HUYA,2018-08-15 11:34:45-04,1534347285,0,,1,
151761250,HUYA,2018-08-15 11:34:45-04,1534347285,0,,1,
151761251,HUYA,2018-08-15 11:34:45-04,1534347285,3,,5,
151761262,HUYA,2018-08-15 11:34:45-04,1534347285,4,25.42,,f
151761263,HUYA,2018-08-15 11:34:45-04,1534347285,5,,1,
151761264,HUYA,2018-08-15 11:34:45-04,1534347285,8,,54739,
151761267,HUYA,2018-08-15 11:34:45-04,1534347285,0,,6,
151761272,HUYA,2018-08-15 11:34:46-04,1534347286,4,25.43,,f
151761273,HUYA,2018-08-15 11:34:46-04,1534347286,5,,15,
151761274,HUYA,2018-08-15 11:34:46-04,1534347286,5,,15,
151761275,HUYA,2018-08-15 11:34:46-04,1534347286,8,,54754,
151761302,HUYA,2018-08-15 11:34:47-04,1534347287,0,,4,
151761303,HUYA,2018-08-15 11:34:47-04,1534347287,4,25.42,,f
151761304,HUYA,2018-08-15 11:34:47-04,1534347287,5,,1,
151761305,HUYA,2018-08-15 11:34:47-04,1534347287,5,,1,
151761306,HUYA,2018-08-15 11:34:47-04,1534347287,8,,54755,
151761315,HUYA,2018-08-15 11:34:47-04,1534347287,0,,3,
151761464,HUYA,2018-08-15 11:34:54-04,1534347294,0,,4,
151761583,HUYA,2018-08-15 11:34:59-04,1534347299,2,25.44,,t
151761584,HUYA,2018-08-15 11:34:59-04,1534347299,3,,1,
151761585,HUYA,2018-08-15 11:34:59-04,1534347299,3,,1,
151761621,HUYA,2018-08-15 11:34:59-04,1534347299,3,,6,
151761645,HUYA,2018-08-15 11:35:00-04,1534347300,3,,5,
151761723,HUYA,2018-08-15 11:35:02-04,1534347302,8,,54769,
151761765,HUYA,2018-08-15 11:35:04-04,1534347304,4,25.44,,f
151761766,HUYA,2018-08-15 11:35:04-04,1534347304,5,,1,
151761767,HUYA,2018-08-15 11:35:04-04,1534347304,8,,54770,
151761863,HUYA,2018-08-15 11:35:09-04,1534347309,4,25.41,,f
151761864,HUYA,2018-08-15 11:35:09-04,1534347309,5,,1,
151761865,HUYA,2018-08-15 11:35:09-04,1534347309,8,,54771,
151761874,HUYA,2018-08-15 11:35:09-04,1534347309,1,25.4,,t
151761875,HUYA,2018-08-15 11:35:09-04,1534347309,0,,4,
151761896,HUYA,2018-08-15 11:35:09-04,1534347309,8,,54772,
151761901,HUYA,2018-08-15 11:35:09-04,1534347309,0,,3,
151761902,HUYA,2018-08-15 11:35:09-04,1534347309,3,,6,
151761940,HUYA,2018-08-15 11:35:11-04,1534347311,1,25.41,,t
151761941,HUYA,2018-08-15 11:35:11-04,1534347311,0,,1,
151761942,HUYA,2018-08-15 11:35:11-04,1534347311,0,,1,
151761968,HUYA,2018-08-15 11:35:11-04,1534347311,3,,5,
151762082,HUYA,2018-08-15 11:35:14-04,1534347314,0,,2,
151762103,HUYA,2018-08-15 11:35:14-04,1534347314,5,,2,
151762104,HUYA,2018-08-15 11:35:14-04,1534347314,8,,54774,
151762111,HUYA,2018-08-15 11:35:14-04,1534347314,1,25.4,,t
151762112,HUYA,2018-08-15 11:35:14-04,1534347314,0,,4,
151762113,HUYA,2018-08-15 11:35:14-04,1534347314,0,,4,
151762151,HUYA,2018-08-15 11:35:15-04,1534347315,5,,47,
151762152,HUYA,2018-08-15 11:35:15-04,1534347315,8,,54821,
151762165,HUYA,2018-08-15 11:35:15-04,1534347315,0,,6,
151762208,HUYA,2018-08-15 11:35:16-04,1534347316,1,25.41,,t
151762209,HUYA,2018-08-15 11:35:16-04,1534347316,0,,2,
151762210,HUYA,2018-08-15 11:35:16-04,1534347316,0,,2,
151762263,HUYA,2018-08-15 11:35:17-04,1534347317,4,25.42,,f
151762264,HUYA,2018-08-15 11:35:17-04,1534347317,5,,2,
151762265,HUYA,2018-08-15 11:35:17-04,1534347317,5,,2,
151762266,HUYA,2018-08-15 11:35:17-04,1534347317,8,,54823,
151762341,HUYA,2018-08-15 11:35:19-04,1534347319,4,25.43,,f
151762342,HUYA,2018-08-15 11:35:19-04,1534347319,5,,10,
151762343,HUYA,2018-08-15 11:35:19-04,1534347319,5,,10,
151762344,HUYA,2018-08-15 11:35:19-04,1534347319,8,,54833,
151762429,HUYA,2018-08-15 11:35:22-04,1534347322,4,25.41,,f
151762430,HUYA,2018-08-15 11:35:22-04,1534347322,5,,2,
151762431,HUYA,2018-08-15 11:35:22-04,1534347322,5,,2,
151762432,HUYA,2018-08-15 11:35:22-04,1534347322,8,,54835,
151762440,HUYA,2018-08-15 11:35:22-04,1534347322,1,25.4,,t
151762441,HUYA,2018-08-15 11:35:22-04,1534347322,0,,6,
151762442,HUYA,2018-08-15 11:35:22-04,1534347322,0,,6,
151762524,HUYA,2018-08-15 11:35:24-04,1534347324,1,25.41,,t
151762525,HUYA,2018-08-15 11:35:24-04,1534347324,0,,1,
151762526,HUYA,2018-08-15 11:35:24-04,1534347324,0,,1,
151762537,HUYA,2018-08-15 11:35:24-04,1534347324,0,,2,
151762606,HUYA,2018-08-15 11:35:28-04,1534347328,4,25.43,,f
151762607,HUYA,2018-08-15 11:35:28-04,1534347328,5,,20,
151762608,HUYA,2018-08-15 11:35:28-04,1534347328,5,,20,
151762609,HUYA,2018-08-15 11:35:28-04,1534347328,8,,54855,
151762694,HUYA,2018-08-15 11:35:31-04,1534347331,0,,3,
151762728,HUYA,2018-08-15 11:35:32-04,1534347332,8,,54866,
151762749,HUYA,2018-08-15 11:35:33-04,1534347333,0,,6,
151762909,HUYA,2018-08-15 11:35:36-04,1534347336,0,,7,
151762921,HUYA,2018-08-15 11:35:36-04,1534347336,4,25.41,,f
151762922,HUYA,2018-08-15 11:35:36-04,1534347336,5,,4,
151762923,HUYA,2018-08-15 11:35:36-04,1534347336,5,,4,
151762924,HUYA,2018-08-15 11:35:36-04,1534347336,8,,54870,
151762932,HUYA,2018-08-15 11:35:37-04,1534347337,0,,3,
151762957,HUYA,2018-08-15 11:35:37-04,1534347337,5,,1,
151762958,HUYA,2018-08-15 11:35:37-04,1534347337,8,,54871,
151762999,HUYA,2018-08-15 11:35:39-04,1534347339,0,,5,
151763026,HUYA,2018-08-15 11:35:39-04,1534347339,4,25.43,,f
151763027,HUYA,2018-08-15 11:35:39-04,1534347339,5,,1,
151763028,HUYA,2018-08-15 11:35:39-04,1534347339,8,,54872,
151763039,HUYA,2018-08-15 11:35:39-04,1534347339,0,,6,
151763054,HUYA,2018-08-15 11:35:40-04,1534347340,4,25.42,,f
151763055,HUYA,2018-08-15 11:35:40-04,1534347340,5,,2,
151763056,HUYA,2018-08-15 11:35:40-04,1534347340,5,,2,
151763057,HUYA,2018-08-15 11:35:40-04,1534347340,8,,54874,
151763405,HUYA,2018-08-15 11:35:50-04,1534347350,4,25.44,,f
151763406,HUYA,2018-08-15 11:35:50-04,1534347350,5,,2,
151763407,HUYA,2018-08-15 11:35:50-04,1534347350,8,,54876,
151763428,HUYA,2018-08-15 11:35:51-04,1534347351,4,25.42,,f
151763429,HUYA,2018-08-15 11:35:51-04,1534347351,5,,3,
151763430,HUYA,2018-08-15 11:35:51-04,1534347351,5,,3,
151763431,HUYA,2018-08-15 11:35:51-04,1534347351,8,,54879,
151763478,HUYA,2018-08-15 11:35:52-04,1534347352,4,25.44,,f
151763479,HUYA,2018-08-15 11:35:52-04,1534347352,5,,3,
151763480,HUYA,2018-08-15 11:35:52-04,1534347352,8,,54882,
151763501,HUYA,2018-08-15 11:35:52-04,1534347352,4,25.43,,f
151763502,HUYA,2018-08-15 11:35:52-04,1534347352,5,,1,
151763503,HUYA,2018-08-15 11:35:52-04,1534347352,5,,1,
151763504,HUYA,2018-08-15 11:35:52-04,1534347352,8,,54883,
151763679,HUYA,2018-08-15 11:35:59-04,1534347359,4,25.41,,f
151763680,HUYA,2018-08-15 11:35:59-04,1534347359,5,,3,
151763681,HUYA,2018-08-15 11:35:59-04,1534347359,5,,3,
151763682,HUYA,2018-08-15 11:35:59-04,1534347359,8,,54886,
151763685,HUYA,2018-08-15 11:35:59-04,1534347359,1,25.37,,t
151763686,HUYA,2018-08-15 11:35:59-04,1534347359,0,,6,
151763687,HUYA,2018-08-15 11:35:59-04,1534347359,3,,11,
151763716,HUYA,2018-08-15 11:35:59-04,1534347359,4,25.39,,f
151763717,HUYA,2018-08-15 11:35:59-04,1534347359,5,,1,
151763718,HUYA,2018-08-15 11:35:59-04,1534347359,5,,1,
151763719,HUYA,2018-08-15 11:35:59-04,1534347359,8,,54887,
151763731,HUYA,2018-08-15 11:35:59-04,1534347359,3,,6,
151763748,HUYA,2018-08-15 11:36:00-04,1534347360,4,25.43,,f
151763749,HUYA,2018-08-15 11:36:00-04,1534347360,5,,1,
151763750,HUYA,2018-08-15 11:36:00-04,1534347360,8,,54888,
151763796,HUYA,2018-08-15 11:36:02-04,1534347362,4,25.42,,f
151763797,HUYA,2018-08-15 11:36:02-04,1534347362,5,,4,
151763798,HUYA,2018-08-15 11:36:02-04,1534347362,5,,4,
151763799,HUYA,2018-08-15 11:36:02-04,1534347362,8,,54892,
151763814,HUYA,2018-08-15 11:36:02-04,1534347362,0,,7,
151763825,HUYA,2018-08-15 11:36:02-04,1534347362,8,,54910,
151763834,HUYA,2018-08-15 11:36:02-04,1534347362,0,,8,
151763867,HUYA,2018-08-15 11:36:04-04,1534347364,5,,1,
151763868,HUYA,2018-08-15 11:36:04-04,1534347364,8,,54911,
151764064,HUYA,2018-08-15 11:36:09-04,1534347369,4,25.37,,f
151764065,HUYA,2018-08-15 11:36:09-04,1534347369,5,,3,
151764066,HUYA,2018-08-15 11:36:09-04,1534347369,5,,3,
151764067,HUYA,2018-08-15 11:36:09-04,1534347369,8,,54914,
151764070,HUYA,2018-08-15 11:36:09-04,1534347369,0,,10,
151764081,HUYA,2018-08-15 11:36:09-04,1534347369,1,25.38,,t
151764082,HUYA,2018-08-15 11:36:09-04,1534347369,0,,1,
151764083,HUYA,2018-08-15 11:36:09-04,1534347369,2,25.43,,t
151764084,HUYA,2018-08-15 11:36:09-04,1534347369,3,,3,
151764085,HUYA,2018-08-15 11:36:09-04,1534347369,0,,1,
151764086,HUYA,2018-08-15 11:36:09-04,1534347369,3,,3,
151764101,HUYA,2018-08-15 11:36:09-04,1534347369,4,25.38,,f
151764102,HUYA,2018-08-15 11:36:09-04,1534347369,5,,1,
151764103,HUYA,2018-08-15 11:36:09-04,1534347369,5,,1,
151764104,HUYA,2018-08-15 11:36:09-04,1534347369,8,,54915,
151764105,HUYA,2018-08-15 11:36:09-04,1534347369,2,25.42,,t
151764106,HUYA,2018-08-15 11:36:09-04,1534347369,3,,1,
151764107,HUYA,2018-08-15 11:36:09-04,1534347369,3,,1,
151764133,HUYA,2018-08-15 11:36:10-04,1534347370,3,,4,
151764174,HUYA,2018-08-15 11:36:12-04,1534347372,8,,54916,
151764191,HUYA,2018-08-15 11:36:13-04,1534347373,4,25.41,,f
151764192,HUYA,2018-08-15 11:36:13-04,1534347373,5,,2,
151764193,HUYA,2018-08-15 11:36:13-04,1534347373,5,,2,
151764194,HUYA,2018-08-15 11:36:13-04,1534347373,8,,54918,
151764363,HUYA,2018-08-15 11:36:18-04,1534347378,2,25.41,,t
151764364,HUYA,2018-08-15 11:36:18-04,1534347378,3,,1,
151764365,HUYA,2018-08-15 11:36:18-04,1534347378,0,,2,
151764366,HUYA,2018-08-15 11:36:18-04,1534347378,3,,1,
151764384,HUYA,2018-08-15 11:36:19-04,1534347379,3,,4,
151764424,HUYA,2018-08-15 11:36:21-04,1534347381,4,25.4,,f
151764425,HUYA,2018-08-15 11:36:21-04,1534347381,5,,1,
151764426,HUYA,2018-08-15 11:36:21-04,1534347381,5,,1,
151764427,HUYA,2018-08-15 11:36:21-04,1534347381,8,,54919,
151764431,HUYA,2018-08-15 11:36:21-04,1534347381,0,,3,
151764586,HUYA,2018-08-15 11:36:26-04,1534347386,4,25.38,,f
151764587,HUYA,2018-08-15 11:36:26-04,1534347386,5,,1,
151764588,HUYA,2018-08-15 11:36:26-04,1534347386,8,,54920,
151764589,HUYA,2018-08-15 11:36:26-04,1534347386,2,25.42,,t
151764590,HUYA,2018-08-15 11:36:26-04,1534347386,3,,6,
151764591,HUYA,2018-08-15 11:36:26-04,1534347386,0,,1,
151764592,HUYA,2018-08-15 11:36:26-04,1534347386,3,,6,
151764627,HUYA,2018-08-15 11:36:27-04,1534347387,4,25.41,,f
151764628,HUYA,2018-08-15 11:36:27-04,1534347387,5,,1,
151764629,HUYA,2018-08-15 11:36:27-04,1534347387,8,,54921,
151764638,HUYA,2018-08-15 11:36:27-04,1534347387,3,,4,
151764659,HUYA,2018-08-15 11:36:27-04,1534347387,1,25.41,,t
151764660,HUYA,2018-08-15 11:36:27-04,1534347387,0,,9,
151764661,HUYA,2018-08-15 11:36:27-04,1534347387,0,,9,
151764691,HUYA,2018-08-15 11:36:28-04,1534347388,5,,5,
151764692,HUYA,2018-08-15 11:36:28-04,1534347388,8,,54926,
151764697,HUYA,2018-08-15 11:36:28-04,1534347388,2,25.44,,t
151764698,HUYA,2018-08-15 11:36:28-04,1534347388,3,,9,
151764699,HUYA,2018-08-15 11:36:28-04,1534347388,0,,5,
151764700,HUYA,2018-08-15 11:36:28-04,1534347388,3,,9,
151764712,HUYA,2018-08-15 11:36:29-04,1534347389,4,25.42,,f
151764713,HUYA,2018-08-15 11:36:29-04,1534347389,5,,1,
151764714,HUYA,2018-08-15 11:36:29-04,1534347389,5,,1,
151764715,HUYA,2018-08-15 11:36:29-04,1534347389,8,,54927,
151764722,HUYA,2018-08-15 11:36:29-04,1534347389,0,,6,
151764723,HUYA,2018-08-15 11:36:29-04,1534347389,3,,5,
151764739,HUYA,2018-08-15 11:36:29-04,1534347389,1,25.42,,t
151764740,HUYA,2018-08-15 11:36:29-04,1534347389,0,,5,
151764741,HUYA,2018-08-15 11:36:29-04,1534347389,0,,5,
151764759,HUYA,2018-08-15 11:36:30-04,1534347390,0,,7,
151764760,HUYA,2018-08-15 11:36:30-04,1534347390,3,,3,
151764838,HUYA,2018-08-15 11:36:33-04,1534347393,8,,54946,
151764845,HUYA,2018-08-15 11:36:33-04,1534347393,5,,2,
151764846,HUYA,2018-08-15 11:36:33-04,1534347393,8,,54948,
